id,sueldo,hijos,faltas_annio,antiguedad,casado_Sí,coche_Sí,casa_Propia,sindicato_Sí,sexo_M
1230,-0.18744746648636154,-0.9665944531957457,2.1086336498043514,0.006374899327151908,1.0,0.0,1.0,0.0,0.0
1231,-0.6009596153026558,2.0167217603713707,1.095516905824042,-0.4324768659477902,1.0,1.0,1.0,1.0,1.0
1232,-0.3232763818160175,1.0222830225156652,0.7578113244972718,-0.7096464019109114,0.0,0.0,0.0,0.0,1.0
1233,-0.37339324539098034,-0.9665944531957457,1.7709280684775817,-0.9406210152135126,0.0,1.0,1.0,1.0,0.0
1234,-0.577858816217652,2.0167217603713707,2.1086336498043514,-0.3169895592964897,1.0,1.0,0.0,0.0,0.0
1235,0.24201388988685935,0.027844284659959775,3.1217503937846613,-0.6403540179201311,1.0,1.0,1.0,0.0,0.0
1236,-0.20084368637661146,0.027844284659959775,1.7709280684775817,-0.8713286312227322,1.0,0.0,1.0,1.0,1.0
1237,-0.980689035879491,1.0222830225156652,3.7971615564382013,-0.617256556589871,0.0,0.0,1.0,1.0,0.0
1238,-0.33207546423640455,1.0222830225156652,0.08240016184373194,-0.7558413245714317,0.0,1.0,1.0,0.0,0.0
1239,-0.5808465889751786,0.027844284659959775,1.095516905824042,0.19115458996923274,1.0,1.0,1.0,0.0,0.0
1240,-0.13675871021179856,-0.9665944531957457,1.7709280684775817,-0.0860149459938886,1.0,1.0,0.0,0.0,1.0
1241,-0.6191875953087587,-0.9665944531957457,2.4463392311311214,-0.38628194328726995,0.0,1.0,1.0,1.0,1.0
1242,-0.42040869086426536,2.0167217603713707,0.4201057431705019,0.12186220597845245,0.0,1.0,0.0,0.0,0.0
1243,-0.23865679175671436,-0.9665944531957457,1.095516905824042,-0.3631844819570099,1.0,1.0,1.0,0.0,1.0
1244,-0.13285150996029926,-0.9665944531957457,2.1086336498043514,-0.6865489405806513,0.0,0.0,1.0,0.0,1.0
1245,-0.7387798903401503,0.027844284659959775,1.4332224871508117,0.14495966730871246,0.0,1.0,1.0,0.0,0.0
1246,-0.4848602649134373,0.027844284659959775,2.7840448124578914,-0.20150225264518914,1.0,1.0,1.0,0.0,1.0
1247,-0.5260497368084874,0.027844284659959775,2.7840448124578914,-0.7558413245714317,0.0,1.0,1.0,0.0,0.0
1248,-0.5783661876896049,2.0167217603713707,1.7709280684775817,-0.45557432727805025,1.0,0.0,0.0,0.0,1.0
1249,0.13101098328600108,-0.9665944531957457,2.4463392311311214,-0.6865489405806513,0.0,0.0,1.0,0.0,0.0
1250,-0.2679860888969792,-0.9665944531957457,1.7709280684775817,-0.8713286312227322,0.0,0.0,0.0,0.0,0.0
